,sentence,prefix,suffix,dir,header,ScripCode,dir_status
24,Other Long Term Liabilities - YoY Growth in year ended Mar 2023 is 30.11% vs 7.66% in Mar 2022,Other Long Term Liabilities,YoY Growth in year ended Mar 2023 is 30.11% vs 7.66% in Mar 2022,-1.0,Balance Sheet Analysis Highlights,500209,bad
25,Fixed Assets - YoY Growth in year ended Mar 2023 is 5.79% vs -1.11% in Mar 2022,Fixed Assets,YoY Growth in year ended Mar 2023 is 5.79% vs -1.11% in Mar 2022,1.0,Balance Sheet Analysis Highlights,500209,good
26,Investments - YoY Growth in year ended Mar 2023 is -7.93% vs 15.07% in Mar 2022,Investments,YoY Growth in year ended Mar 2023 is -7.93% vs 15.07% in Mar 2022,-1.0,Balance Sheet Analysis Highlights,500209,bad
27,Current Assets - YoY Growth in year ended Mar 2023 is 5.50% vs 10.62% in Mar 2022,Current Assets,YoY Growth in year ended Mar 2023 is 5.50% vs 10.62% in Mar 2022,-1.0,Balance Sheet Analysis Highlights,500209,bad
28,Borrowings - YoY Growth in year ended Mar 2022 is -48.73% vs 29.23% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is -48.73% vs 29.23% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500875,good
29,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is -25.97% vs 45.37% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is -25.97% vs 45.37% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500875,good
30,Fixed Assets - YoY Growth in year ended Mar 2022 is 0.97% vs 9.98% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 0.97% vs 9.98% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500875,bad
31,Investments - YoY Growth in year ended Mar 2022 is 24.42% vs -6.30% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 24.42% vs -6.30% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500875,good
32,Current Assets - YoY Growth in year ended Mar 2022 is -2.17% vs -11.42% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is -2.17% vs -11.42% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500875,good
33,Deposits - YoY Growth in year ended Mar 2022 is 10.06% vs 13.56% in Mar 2021,Deposits,YoY Growth in year ended Mar 2022 is 10.06% vs 13.56% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500112,bad
34,Advances - YoY Growth in year ended Mar 2022 is 11.61% vs 5.34% in Mar 2021,Advances,YoY Growth in year ended Mar 2022 is 11.61% vs 5.34% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500112,good
35,Investments - YoY Growth in year ended Mar 2022 is 9.60% vs 29.11% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 9.60% vs 29.11% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500112,bad
36,TOTAL ASSETS - YoY Growth in year ended Mar 2022 is 10.00% vs 14.76% in Mar 2021,TOTAL ASSETS,YoY Growth in year ended Mar 2022 is 10.00% vs 14.76% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500112,bad
37,Borrowings - YoY Growth in year ended Mar 2022 is 15.52% vs 3.42% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is 15.52% vs 3.42% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500010,bad
38,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is -1.46% vs -8.33% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is -1.46% vs -8.33% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500010,bad
39,Fixed Assets - YoY Growth in year ended Mar 2022 is 67.70% vs -4.45% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 67.70% vs -4.45% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500010,good
40,Investments - YoY Growth in year ended Mar 2022 is 17.09% vs 24.23% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 17.09% vs 24.23% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500010,bad
41,Current Assets - YoY Growth in year ended Mar 2022 is 23.97% vs -61.50% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 23.97% vs -61.50% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500010,good
42,Borrowings - YoY Growth in year ended Mar 2022 is 2.41% vs 20.42% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is 2.41% vs 20.42% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532454,good
43,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is 1.86% vs 20.37% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is 1.86% vs 20.37% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532454,good
44,Fixed Assets - YoY Growth in year ended Mar 2022 is 8.57% vs -4.01% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 8.57% vs -4.01% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532454,good
45,Investments - YoY Growth in year ended Mar 2022 is 21.37% vs 100.47% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 21.37% vs 100.47% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532454,bad
46,Current Assets - YoY Growth in year ended Mar 2022 is -4.98% vs -28.56% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is -4.98% vs -28.56% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532454,good
47,Borrowings - YoY Growth in year ended Mar 2022 is 25.96% vs -1.65% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is 25.96% vs -1.65% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500034,bad
48,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is 26.87% vs 1.80% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is 26.87% vs 1.80% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500034,bad
49,Fixed Assets - YoY Growth in year ended Mar 2022 is 30.75% vs 0.13% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 30.75% vs 0.13% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500034,good
50,Investments - YoY Growth in year ended Mar 2022 is -33.44% vs 4.86% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is -33.44% vs 4.86% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500034,bad
51,Current Assets - YoY Growth in year ended Mar 2022 is -19.29% vs 9.07% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is -19.29% vs 9.07% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500034,bad
52,Deposits - YoY Growth in year ended Mar 2022 is 11.28% vs 6.57% in Mar 2021,Deposits,YoY Growth in year ended Mar 2022 is 11.28% vs 6.57% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500247,good
53,Advances - YoY Growth in year ended Mar 2022 is 21.27% vs 1.78% in Mar 2021,Advances,YoY Growth in year ended Mar 2022 is 21.27% vs 1.78% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500247,good
54,Investments - YoY Growth in year ended Mar 2022 is -4.30% vs 40.04% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is -4.30% vs 40.04% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500247,bad
55,TOTAL ASSETS - YoY Growth in year ended Mar 2022 is 11.99% vs 6.45% in Mar 2021,TOTAL ASSETS,YoY Growth in year ended Mar 2022 is 11.99% vs 6.45% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500247,good
56,Borrowings - YoY Growth in year ended Mar 2022 is -64.85% vs -100.00% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is -64.85% vs -100.00% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,543526,bad
57,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is 11.54% vs 18.35% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is 11.54% vs 18.35% in Mar 2021,1.0,Balance Sheet Analysis Highlights,543526,good
58,Fixed Assets - YoY Growth in year ended Mar 2022 is 2.78% vs -76.16% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 2.78% vs -76.16% in Mar 2021,1.0,Balance Sheet Analysis Highlights,543526,good
59,Investments - YoY Growth in year ended Mar 2022 is 11.57% vs 18.10% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 11.57% vs 18.10% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,543526,bad
60,Current Assets - YoY Growth in year ended Mar 2022 is 11.57% vs 18.10% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 11.57% vs 18.10% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,543526,bad
61,Borrowings - YoY Growth in year ended Mar 2022 is -16.19% vs -6.36% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is -16.19% vs -6.36% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500510,good
62,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is -5.71% vs -29.94% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is -5.71% vs -29.94% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500510,bad
63,Fixed Assets - YoY Growth in year ended Mar 2022 is -1.59% vs -24.34% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is -1.59% vs -24.34% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500510,good
64,Investments - YoY Growth in year ended Mar 2022 is 12.33% vs 10.85% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 12.33% vs 10.85% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500510,good
65,Current Assets - YoY Growth in year ended Mar 2022 is 6.78% vs 6.72% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 6.78% vs 6.72% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500510,good
66,Borrowings - YoY Growth in year ended Mar 2022 is 2.00% vs -16.75% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is 2.00% vs -16.75% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532281,bad
67,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is -18.09% vs -9.31% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is -18.09% vs -9.31% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532281,good
68,Fixed Assets - YoY Growth in year ended Mar 2022 is -6.12% vs -0.55% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is -6.12% vs -0.55% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532281,bad
69,Investments - YoY Growth in year ended Mar 2022 is 25.84% vs 15.58% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 25.84% vs 15.58% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532281,good
70,Current Assets - YoY Growth in year ended Mar 2022 is 11.59% vs 12.05% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 11.59% vs 12.05% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532281,bad
71,Borrowings - YoY Growth in year ended Mar 2022 is 122.52% vs 2.49% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is 122.52% vs 2.49% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500820,bad
72,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is 5.86% vs -4.73% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is 5.86% vs -4.73% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500820,bad
73,Fixed Assets - YoY Growth in year ended Mar 2022 is -1.95% vs -5.35% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is -1.95% vs -5.35% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500820,good
74,Investments - YoY Growth in year ended Mar 2022 is -27.41% vs -2.44% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is -27.41% vs -2.44% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500820,bad
75,Current Assets - YoY Growth in year ended Mar 2022 is 25.99% vs 58.66% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 25.99% vs 58.66% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500820,bad
76,Deposits - YoY Growth in year ended Mar 2022 is 17.73% vs 9.04% in Mar 2021,Deposits,YoY Growth in year ended Mar 2022 is 17.73% vs 9.04% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532215,good
77,Advances - YoY Growth in year ended Mar 2022 is 15.19% vs 7.52% in Mar 2021,Advances,YoY Growth in year ended Mar 2022 is 15.19% vs 7.52% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532215,good
78,Investments - YoY Growth in year ended Mar 2022 is 21.88% vs 44.27% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 21.88% vs 44.27% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532215,bad
79,TOTAL ASSETS - YoY Growth in year ended Mar 2022 is 19.10% vs 7.83% in Mar 2021,TOTAL ASSETS,YoY Growth in year ended Mar 2022 is 19.10% vs 7.83% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532215,good
80,Borrowings - YoY Growth in year ended Mar 2022 is 155.58% vs 37.75% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is 155.58% vs 37.75% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,512599,bad
81,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is 349.24% vs -9.68% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is 349.24% vs -9.68% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,512599,bad
82,Fixed Assets - YoY Growth in year ended Mar 2022 is 155.24% vs 7.42% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 155.24% vs 7.42% in Mar 2021,1.0,Balance Sheet Analysis Highlights,512599,good
83,Investments - YoY Growth in year ended Mar 2022 is -22.33% vs 185.31% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is -22.33% vs 185.31% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,512599,bad
84,Current Assets - YoY Growth in year ended Mar 2022 is 55.01% vs -17.45% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 55.01% vs -17.45% in Mar 2021,1.0,Balance Sheet Analysis Highlights,512599,good
85,Borrowings - YoY Growth in year ended Mar 2022 is -22.31% vs 340.11% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is -22.31% vs 340.11% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532500,good
86,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is 2.09% vs -0.32% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is 2.09% vs -0.32% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532500,bad
87,Fixed Assets - YoY Growth in year ended Mar 2022 is 1.41% vs -5.27% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 1.41% vs -5.27% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532500,good
88,Investments - YoY Growth in year ended Mar 2022 is 9.86% vs -4.80% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 9.86% vs -4.80% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532500,good
89,Current Assets - YoY Growth in year ended Mar 2022 is -7.20% vs 114.40% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is -7.20% vs 114.40% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532500,bad
90,Borrowings - YoY Growth in year ended Mar 2022 is 35.05% vs 89.60% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is 35.05% vs 89.60% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500114,good
91,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is 7.53% vs 0.28% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is 7.53% vs 0.28% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,500114,bad
92,Fixed Assets - YoY Growth in year ended Mar 2022 is 2.57% vs -5.38% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 2.57% vs -5.38% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500114,good
93,Investments - YoY Growth in year ended Mar 2022 is 551.16% vs -36.76% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 551.16% vs -36.76% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500114,good
94,Current Assets - YoY Growth in year ended Mar 2022 is 32.26% vs 30.39% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 32.26% vs 30.39% in Mar 2021,1.0,Balance Sheet Analysis Highlights,500114,good
95,Borrowings - YoY Growth in year ended Mar 2022 is -73.59% vs -53.51% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is -73.59% vs -53.51% in Mar 2021,1.0,Balance Sheet Analysis Highlights,524715,good
96,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is -11.09% vs 23.28% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is -11.09% vs 23.28% in Mar 2021,1.0,Balance Sheet Analysis Highlights,524715,good
97,Fixed Assets - YoY Growth in year ended Mar 2022 is 3.41% vs -4.32% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 3.41% vs -4.32% in Mar 2021,1.0,Balance Sheet Analysis Highlights,524715,good
98,Investments - YoY Growth in year ended Mar 2022 is -19.56% vs 23.57% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is -19.56% vs 23.57% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,524715,bad
99,Current Assets - YoY Growth in year ended Mar 2022 is 15.02% vs -3.83% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 15.02% vs -3.83% in Mar 2021,1.0,Balance Sheet Analysis Highlights,524715,good
100,Borrowings - YoY Growth in year ended Mar 2022 is 25.94% vs -2.17% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is 25.94% vs -2.17% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532978,bad
101,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is 31.18% vs 11.52% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is 31.18% vs 11.52% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532978,bad
102,Fixed Assets - YoY Growth in year ended Mar 2022 is 15.27% vs 2.66% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 15.27% vs 2.66% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532978,good
103,Investments - YoY Growth in year ended Mar 2022 is 4.89% vs 23.77% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 4.89% vs 23.77% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532978,bad
104,Current Assets - YoY Growth in year ended Mar 2022 is -8.58% vs 19.40% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is -8.58% vs 19.40% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532978,bad
105,Borrowings - YoY Growth in year ended Mar 2022 is  vs -100.00% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is  vs -100.00% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,540376,bad
106,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is 62.45% vs 41.01% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is 62.45% vs 41.01% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,540376,bad
107,Fixed Assets - YoY Growth in year ended Mar 2022 is 27.39% vs 28.33% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 27.39% vs 28.33% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,540376,bad
108,Investments - YoY Growth in year ended Mar 2022 is -5.54% vs -42.11% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is -5.54% vs -42.11% in Mar 2021,1.0,Balance Sheet Analysis Highlights,540376,good
109,Current Assets - YoY Growth in year ended Mar 2022 is -15.22% vs 72.99% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is -15.22% vs 72.99% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,540376,bad
110,Borrowings - YoY Growth in year ended Mar 2022 is -50.20% vs -4.59% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is -50.20% vs -4.59% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532538,good
111,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is -24.37% vs 30.49% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is -24.37% vs 30.49% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532538,good
112,Fixed Assets - YoY Growth in year ended Mar 2022 is 5.97% vs 10.34% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 5.97% vs 10.34% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532538,bad
113,Investments - YoY Growth in year ended Mar 2022 is 6.87% vs -23.78% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 6.87% vs -23.78% in Mar 2021,1.0,Balance Sheet Analysis Highlights,532538,good
114,Current Assets - YoY Growth in year ended Mar 2022 is -24.18% vs 63.32% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is -24.18% vs 63.32% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,532538,bad
115,Borrowings - YoY Growth in year ended Mar 2022 is 82.04% vs 41.58% in Mar 2021,Borrowings,YoY Growth in year ended Mar 2022 is 82.04% vs 41.58% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,507685,bad
116,Other Long Term Liabilities - YoY Growth in year ended Mar 2022 is 29.07% vs 5.85% in Mar 2021,Other Long Term Liabilities,YoY Growth in year ended Mar 2022 is 29.07% vs 5.85% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,507685,bad
117,Fixed Assets - YoY Growth in year ended Mar 2022 is 62.16% vs 142.73% in Mar 2021,Fixed Assets,YoY Growth in year ended Mar 2022 is 62.16% vs 142.73% in Mar 2021,-1.0,Balance Sheet Analysis Highlights,507685,bad
118,Investments - YoY Growth in year ended Mar 2022 is 65.14% vs 12.68% in Mar 2021,Investments,YoY Growth in year ended Mar 2022 is 65.14% vs 12.68% in Mar 2021,1.0,Balance Sheet Analysis Highlights,507685,good
119,Current Assets - YoY Growth in year ended Mar 2022 is 18.65% vs 0.64% in Mar 2021,Current Assets,YoY Growth in year ended Mar 2022 is 18.65% vs 0.64% in Mar 2021,1.0,Balance Sheet Analysis Highlights,507685,good
