,newsid,description,entts,imagepath,isdeleted,link,newstype,publisheddate,source,CompanyName,topnews,ScripCode,category,stockid
10,283e446671ec98450ba60bf5e7773c29,"Stocks that share market analysts recommended on May 26, 2023: HDFC Bank, Dilip Buildcon, Bharat Electronics, Indus Towers  Business Today",1685107803.0,,0.0,https://news.google.com/rss/articles/CBMitwFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL3Zpc3VhbHN0b3JpZXMvc3RvY2svc3RvY2tzLXRoYXQtc2hhcmUtbWFya2V0LWFuYWx5c3RzLXJlY29tbWVuZGVkLW9uLW1heS0yNi0yMDIzLWhkZmMtYmFuay1kaWxpcC1idWlsZGNvbi1iaGFyYXQtZWxlY3Ryb25pY3MtaW5kdXMtdG93ZXJzLTM4NDgwLTI2LTA1LTIwMjPSAbcBaHR0cHM6Ly93d3cuYnVzaW5lc3N0b2RheS5pbi92aXN1YWxzdG9yaWVzL3N0b2NrL3N0b2Nrcy10aGF0LXNoYXJlLW1hcmtldC1hbmFseXN0cy1yZWNvbW1lbmRlZC1vbi1tYXktMjYtMjAyMy1oZGZjLWJhbmstZGlsaXAtYnVpbGRjb24tYmhhcmF0LWVsZWN0cm9uaWNzLWluZHVzLXRvd2Vycy0zODQ4MC0yNi0wNS0yMDIz?oc=5,STKNWS,26-May-2023 08:01,https://www.businesstoday.in,"Stocks that share market analysts recommended on May 26, 2023: HDFC Bank, Dilip Buildcon, Bharat Electronics, Indus Towers",0.0,500180,,
11,0e79b937d4a27c14e09205c23b1b9ba0,"Big movers on D-Street: What should investors do with HDFC Bank, Chalet Hotels and Voltas?  Economic Times",,,,https://news.google.com/rss/articles/CBMiqgFodHRwczovL2Vjb25vbWljdGltZXMuaW5kaWF0aW1lcy5jb20vbWFya2V0cy9zdG9ja3MvbmV3cy9iaWctbW92ZXJzLW9uLWQtc3RyZWV0LXdoYXQtc2hvdWxkLWludmVzdG9ycy1kby13aXRoLWhkZmMtYmFuay1jaGFsZXQtaG90ZWxzLWFuZC12b2x0YXMvYXJ0aWNsZXNob3cvMTAwNTE2MDI1LmNtc9IBpQFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFya2V0cy9zdG9ja3MvbmV3cy9iaWctbW92ZXJzLW9uLWQtc3RyZWV0LXdoYXQtc2hvdWxkLWludmVzdG9ycy1kby13aXRoLWhkZmMtYmFuay1jaGFsZXQtaG90ZWxzLWFuZC12b2x0YXMvYW1wX2FydGljbGVzaG93LzEwMDUxNjAyNS5jbXM?oc=5,STKNWS,26-May-2023 08:23,https://economictimes.indiatimes.com,"Big movers on D-Street: What should investors do with HDFC Bank, Chalet Hotels and Voltas?",,500180,,592009.0
12,fb1aed489e7c44b1a1614f736f23b808,"Icici Bank closed today at 950.55, up 1.14% from yesterday\'s 939.8 | Mint  Mint",1685107803.0,,0.0,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL2ljaWNpLWJhbmstc2hhcmUtcHJpY2UtbGl2ZS1ibG9nLWZvci0yNi1tYXktMjAyMy0xMTY4NTA2OTI1NTU2NC5odG1s0gFyaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9saXZlLWJsb2cvaWNpY2ktYmFuay1zaGFyZS1wcmljZS1saXZlLWJsb2ctZm9yLTI2LW1heS0yMDIzL2FtcC0xMTY4NTA2OTI1NTU2NC5odG1s?oc=5,STKNWS,26-May-2023 16:10,https://www.livemint.com,"Icici Bank closed today at 950.55, up 1.14% from yesterday\'s 939.8 | Mint",0.0,532174,,
13,2c4bf0dfa5c3ad669cbfc6f127881a37,"RBI may need to buy $18 bn of bonds to boost liquidity, says B. Prasanna of ICICI Bank | Mint  Mint",,,,https://news.google.com/rss/articles/CBMiiwFodHRwczovL3d3dy5saXZlbWludC5jb20vbmV3cy9pbmRpYS9yYmktbWF5LW5lZWQtdG8tYnV5LTE4LWJuLW9mLWJvbmRzLXRvLWJvb3N0LWxpcXVpZGl0eS1zYXlzLWItcHJhc2FubmEtb2YtaWNpY2ktYmFuay0xMTY4NDk5NTAxMTY0OS5odG1s0gGPAWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9uZXdzL2luZGlhL3JiaS1tYXktbmVlZC10by1idXktMTgtYm4tb2YtYm9uZHMtdG8tYm9vc3QtbGlxdWlkaXR5LXNheXMtYi1wcmFzYW5uYS1vZi1pY2ljaS1iYW5rL2FtcC0xMTY4NDk5NTAxMTY0OS5odG1s?oc=5,STKNWS,25-May-2023 11:59,https://www.livemint.com,"RBI may need to buy $18 bn of bonds to boost liquidity, says B. Prasanna of ICICI Bank | Mint",,532174,,478299.0
14,dbd8f58e96a1f87ef78f746a4bb61cbc,"Icici Bank closed today at 939.8, down -0.06% from yesterday\'s 940.4 | Mint  Mint",,,,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL2ljaWNpLWJhbmstc2hhcmUtcHJpY2UtbGl2ZS1ibG9nLWZvci0yNS1tYXktMjAyMy0xMTY4NDk4Mzc0OTA4Mi5odG1s0gFyaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9saXZlLWJsb2cvaWNpY2ktYmFuay1zaGFyZS1wcmljZS1saXZlLWJsb2ctZm9yLTI1LW1heS0yMDIzL2FtcC0xMTY4NDk4Mzc0OTA4Mi5odG1s?oc=5,STKNWS,25-May-2023 16:17,https://www.livemint.com,"Icici Bank closed today at 939.8, down -0.06% from yesterday\'s 940.4 | Mint",,532174,,478299.0
15,b8d0c27d139b40e80154f7a799e1af57,"Icici Bank closed today at 940.4, down -1.3% from yesterday\'s 952.8 | Mint  Mint",,,,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL2ljaWNpLWJhbmstc2hhcmUtcHJpY2UtbGl2ZS1ibG9nLWZvci0yNC1tYXktMjAyMy0xMTY4NDg5NjE1OTc4Ny5odG1s0gFyaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9saXZlLWJsb2cvaWNpY2ktYmFuay1zaGFyZS1wcmljZS1saXZlLWJsb2ctZm9yLTI0LW1heS0yMDIzL2FtcC0xMTY4NDg5NjE1OTc4Ny5odG1s?oc=5,STKNWS,24-May-2023 16:00,https://www.livemint.com,"Icici Bank closed today at 940.4, down -1.3% from yesterday\'s 952.8 | Mint",,532174,,478299.0
16,3bd84796a2a94d8e1bd502c39874cb20,Hindustan Unilever gains in today\'s trading | Mint  Mint,1685107803.0,,0.0,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL2hpbmR1c3Rhbi11bmlsdmVyLXNoYXJlLXByaWNlLWxpdmUtYmxvZy1mb3ItMjYtbWF5LTIwMjMtMTE2ODUwNzAwNzY4NDYuaHRtbNIBeWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL2hpbmR1c3Rhbi11bmlsdmVyLXNoYXJlLXByaWNlLWxpdmUtYmxvZy1mb3ItMjYtbWF5LTIwMjMvYW1wLTExNjg1MDcwMDc2ODQ2Lmh0bWw?oc=5,STKNWS,26-May-2023 12:47,https://www.livemint.com,Hindustan Unilever gains in today\'s trading | Mint,0.0,500696,,
17,722e1c70f71e8509465fd6bbbe07b14e,Hindustan Unilever stocks fall in trading today | Mint  Mint,1685035803.0,,0.0,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL2hpbmR1c3Rhbi11bmlsdmVyLXNoYXJlLXByaWNlLWxpdmUtYmxvZy1mb3ItMjUtbWF5LTIwMjMtMTE2ODQ5ODI3MDM1NTEuaHRtbNIBeWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL2hpbmR1c3Rhbi11bmlsdmVyLXNoYXJlLXByaWNlLWxpdmUtYmxvZy1mb3ItMjUtbWF5LTIwMjMvYW1wLTExNjg0OTgyNzAzNTUxLmh0bWw?oc=5,STKNWS,25-May-2023 15:15,https://www.livemint.com,Hindustan Unilever stocks fall in trading today | Mint,0.0,500696,,
18,e6edf453fd3c23304da3fb8f5d2ddbfc,Hindustan Unilever stocks slump in trading today | Mint  Mint,1684951203.0,,0.0,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL2hpbmR1c3Rhbi11bmlsdmVyLXNoYXJlLXByaWNlLWxpdmUtYmxvZy1mb3ItMjQtbWF5LTIwMjMtMTE2ODQ4OTY5Nzc3NzEuaHRtbNIBeWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL2hpbmR1c3Rhbi11bmlsdmVyLXNoYXJlLXByaWNlLWxpdmUtYmxvZy1mb3ItMjQtbWF5LTIwMjMvYW1wLTExNjg0ODk2OTc3NzcxLmh0bWw?oc=5,STKNWS,24-May-2023 15:27,https://www.livemint.com,Hindustan Unilever stocks slump in trading today | Mint,0.0,500696,,
19,5798190705c3f2112ff6aa2eeebb3b20,Hindustan Unilever sees gains in trading today | Mint  Mint,1684864802.0,,0.0,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL2hpbmR1c3Rhbi11bmlsdmVyLXNoYXJlLXByaWNlLWxpdmUtYmxvZy1mb3ItMjMtbWF5LTIwMjMtMTE2ODQ4MTAzOTA2NzAuaHRtbNIBeWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL2hpbmR1c3Rhbi11bmlsdmVyLXNoYXJlLXByaWNlLWxpdmUtYmxvZy1mb3ItMjMtbWF5LTIwMjMvYW1wLTExNjg0ODEwMzkwNjcwLmh0bWw?oc=5,STKNWS,23-May-2023 10:09,https://www.livemint.com,Hindustan Unilever sees gains in trading today | Mint,0.0,500696,,
20,9ea048aed051558e3c11b4951589004a,"Global banks lag in digital transformation, says Infosys Finacle honcho Maiya  BusinessLine",,,,https://news.google.com/rss/articles/CBMiqgFodHRwczovL3d3dy50aGVoaW5kdWJ1c2luZXNzbGluZS5jb20vbW9uZXktYW5kLWJhbmtpbmcvYmFua3MtZ2xvYmFsbHktbmVlZC10by11cC10aGVpci1nYW1lLW9uLWxldmVyYWdpbmctdGVjaG5vbG9neS1zYXlzLWluZm9zeXMtZmluYWNsZS1ob25jaG8tbWFpeWEvYXJ0aWNsZTY2ODk2MjE5LmVjZdIBrwFodHRwczovL3d3dy50aGVoaW5kdWJ1c2luZXNzbGluZS5jb20vbW9uZXktYW5kLWJhbmtpbmcvYmFua3MtZ2xvYmFsbHktbmVlZC10by11cC10aGVpci1nYW1lLW9uLWxldmVyYWdpbmctdGVjaG5vbG9neS1zYXlzLWluZm9zeXMtZmluYWNsZS1ob25jaG8tbWFpeWEvYXJ0aWNsZTY2ODk2MjE5LmVjZS9hbXAv?oc=5,STKNWS,26-May-2023 15:40,https://www.thehindubusinessline.com,"Global banks lag in digital transformation, says Infosys Finacle honcho Maiya",,500209,,399834.0
21,3d603b476c94904a4dea162dc2342d0a,"Infosys closed today at 1317.3, up 0.98% from yesterday\'s 1304.5 | Mint  Mint",,,,https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL2luZm9zeXMtc2hhcmUtcHJpY2UtbGl2ZS1ibG9nLWZvci0yNi1tYXktMjAyMy0xMTY4NTA2ODk3NTEzNi5odG1s0gFvaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9saXZlLWJsb2cvaW5mb3N5cy1zaGFyZS1wcmljZS1saXZlLWJsb2ctZm9yLTI2LW1heS0yMDIzL2FtcC0xMTY4NTA2ODk3NTEzNi5odG1s?oc=5,STKNWS,26-May-2023 16:16,https://www.livemint.com,"Infosys closed today at 1317.3, up 0.98% from yesterday\'s 1304.5 | Mint",,500209,,399834.0
22,d926bb0d2fbf5a03174e34794840e589,"Infosys closed today at 1304.5, up 0.47% from yesterday\'s 1298.45 | Mint  Mint",,,,https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL2luZm9zeXMtc2hhcmUtcHJpY2UtbGl2ZS1ibG9nLWZvci0yNS1tYXktMjAyMy0xMTY4NDk4MTk5NTU0MS5odG1s0gFvaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9saXZlLWJsb2cvaW5mb3N5cy1zaGFyZS1wcmljZS1saXZlLWJsb2ctZm9yLTI1LW1heS0yMDIzL2FtcC0xMTY4NDk4MTk5NTU0MS5odG1s?oc=5,STKNWS,25-May-2023 16:09,https://www.livemint.com,"Infosys closed today at 1304.5, up 0.47% from yesterday\'s 1298.45 | Mint",,500209,,399834.0
23,52811a91dce4ab3203e3e6cc11c42153,Billionaire Infosys founder Narayana Murthy to double private firms investments  Economic Times,,,,https://news.google.com/rss/articles/CBMipAFodHRwczovL2Vjb25vbWljdGltZXMuaW5kaWF0aW1lcy5jb20vdGVjaC9pbmZvcm1hdGlvbi10ZWNoL2JpbGxpb25haXJlLWluZm9zeXMtZm91bmRlci1uYXJheWFuYS1tdXJ0aHktdG8tZG91YmxlLXByaXZhdGUtZmlybXMtaW52ZXN0bWVudHMvYXJ0aWNsZXNob3cvMTAwNDYzMTgyLmNtc9IBnwFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vdGVjaC9pbmZvcm1hdGlvbi10ZWNoL2JpbGxpb25haXJlLWluZm9zeXMtZm91bmRlci1uYXJheWFuYS1tdXJ0aHktdG8tZG91YmxlLXByaXZhdGUtZmlybXMtaW52ZXN0bWVudHMvYW1wX2FydGljbGVzaG93LzEwMDQ2MzE4Mi5jbXM?oc=5,STKNWS,24-May-2023 09:39,https://economictimes.indiatimes.com,Billionaire Infosys founder Narayana Murthy to double private firms investments,,500209,,399834.0
24,788a3b7380067f976931ec789565cd9b,"ITC touches another all-time high, buoys market sentiment  The Financial Express",,,,https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LmZpbmFuY2lhbGV4cHJlc3MuY29tL21hcmtldC9pdGMtdG91Y2hlcy1hbm90aGVyLWFsbC10aW1lLWhpZ2gtYnVveXMtbWFya2V0LXNlbnRpbWVudC8zMTAyMTQyL9IBbmh0dHBzOi8vd3d3LmZpbmFuY2lhbGV4cHJlc3MuY29tL21hcmtldC9pdGMtdG91Y2hlcy1hbm90aGVyLWFsbC10aW1lLWhpZ2gtYnVveXMtbWFya2V0LXNlbnRpbWVudC8zMTAyMTQyL2xpdGUv?oc=5,STKNWS,26-May-2023 00:15,https://www.financialexpress.com,"ITC touches another all-time high, buoys market sentiment",,500875,,397071.0
25,b4af92e79b80bf3cd06b27ab45c721e8,"ITC hits new high, up for the 5th straight day; soars 32% so far in 2023  Business Standard",,,,https://news.google.com/rss/articles/CBMiiAFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vbWFya2V0cy9uZXdzL2l0Yy1oaXRzLW5ldy1oaWdoLXVwLWZvci10aGUtNXRoLXN0cmFpZ2h0LWRheS1zb2Fycy0zMi1zby1mYXItaW4tMjAyMy0xMjMwNTI1MDAyMTRfMS5odG1s0gGMAWh0dHBzOi8vd3d3LmJ1c2luZXNzLXN0YW5kYXJkLmNvbS9hbXAvbWFya2V0cy9uZXdzL2l0Yy1oaXRzLW5ldy1oaWdoLXVwLWZvci10aGUtNXRoLXN0cmFpZ2h0LWRheS1zb2Fycy0zMi1zby1mYXItaW4tMjAyMy0xMjMwNTI1MDAyMTRfMS5odG1s?oc=5,STKNWS,25-May-2023 09:58,https://www.business-standard.com,"ITC hits new high, up for the 5th straight day; soars 32% so far in 2023",,500875,,397071.0
26,8c6ffc744e702241015cc423e125afd8,"Top gainers, losers May 25: Bajaj Auto, ITC, Tata Motors among most active stocks; check full list here | Mint  Mint",,,,https://news.google.com/rss/articles/CBMimAFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL3RvcC1nYWluZXJzLWxvc2Vycy10b2RheS1iYWphai1hdXRvLWFkYW5pLWVudC1pdGMtdGF0YS1tb3RvcnMtY2hlY2stZnVsbC1saXN0LWhlcmUtMTE2ODUwMTAxODA5MTYuaHRtbNIBnAFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL3RvcC1nYWluZXJzLWxvc2Vycy10b2RheS1iYWphai1hdXRvLWFkYW5pLWVudC1pdGMtdGF0YS1tb3RvcnMtY2hlY2stZnVsbC1saXN0LWhlcmUvYW1wLTExNjg1MDEwMTgwOTE2Lmh0bWw?oc=5,STKNWS,25-May-2023 16:00,https://www.livemint.com,"Top gainers, losers May 25: Bajaj Auto, ITC, Tata Motors among most active stocks; check full list here | Mint",,500875,,397071.0
